분류번호,위험물유형,수집날짜,위도,경도,노드링크,시작노드,끝노드,도로명주소,데이터 기준일자
41,도로수리훼손,2021-09-02 02:59,37.39297914,126.974915,2090178600,2090015601,2090003006,경기도 안양시 동안구 흥안대로434번길,2021-12-17
42,도로수리훼손,2021-09-02 03:02,37.40320985,126.9750924,2090013700,2090006000,2090006300,경기도 안양시 동안구 관악대로,2021-12-17
43,도로수리훼손,2021-09-02 03:10,37.40295189,126.9753076,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
44,도로수리훼손,2021-09-02 03:16,37.39000908,126.909819,2080014500,2080007100,2080005800,경기도 안양시 만안구 병목안로,2021-12-17
45,도로수리훼손,2021-09-02 03:16,37.38993408,126.9098145,2080014500,2080007100,2080005800,경기도 안양시 만안구 병목안로,2021-12-17
46,도로수리훼손,2021-09-02 03:28,37.39442401,126.9815217,2090059600,2090018700,2260006200,경기도 안양시 동안구 학의로,2021-12-17
47,도로수리훼손,2021-09-02 03:39,37.38335905,126.9483586,2090032100,2090011300,2090013400,경기도 안양시 동안구 귀인로79번길,2021-12-17
48,도로수리훼손,2021-09-02 03:43,37.37523004,126.9566432,2090002500,2090001000,2090000700,경기도 안양시 동안구 경수대로,2021-12-17
49,도로수리훼손,2021-09-02 03:46,37.40087478,126.9767114,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
50,도로수리훼손,2021-09-02 03:50,37.3954137,126.9801806,2090060800,2090003900,2090018700,경기도 안양시 동안구 학의로,2021-12-17
51,도로수리훼손,2021-09-02 04:28,37.37291646,126.9652591,2090002300,2260003200,2090000900,경기도 안양시 동안구 흥안대로,2021-12-17
52,도로수리훼손,2021-09-02 05:13,37.40265984,126.9127341,2080036500,2080014000,2080013900,경기도 안양시 만안구 박달로,2021-12-17
53,도로수리훼손,2021-09-02 05:23,37.36791441,126.9512323,2090000300,2090000300,2250003400,경기도 안양시 동안구 흥안대로,2021-12-17
54,도로수리훼손,2021-09-02 05:23,37.36791441,126.9512323,2090000300,2090000300,2250003400,경기도 안양시 동안구 흥안대로,2021-12-17
55,도로수리훼손,2021-09-02 05:33,37.40050974,126.9211033,2080032500,2080012900,2080012500,경기도 안양시 만안구 안양로314번길,2021-12-17
56,도로수리훼손,2021-09-02 05:40,37.37471334,126.9570587,2090002600,2090000700,2090001000,경기도 안양시 동안구 경수대로,2021-12-17
57,도로수리훼손,2021-09-02 05:48,37.37752825,126.9621556,2090020000,2090008700,2090007700,경기도 안양시 동안구 평촌대로,2021-12-17
58,도로수리훼손,2021-09-02 06:22,37.39579646,126.9790687,2090060800,2090003900,2090018700,경기도 안양시 동안구 학의로,2021-12-17
59,도로수리훼손,2021-09-02 06:31,37.38692843,126.9453875,2090040400,2090013800,2090013400,경기도 안양시 동안구 시민대로,2021-12-17
60,도로수리훼손,2021-09-02 06:31,37.37909102,126.9385105,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
61,도로수리훼손,2021-09-02 06:33,37.38336865,126.9483539,2090032100,2090011300,2090013400,경기도 안양시 동안구 귀인로79번길,2021-12-17
62,도로수리훼손,2021-09-02 06:34,37.38250566,126.9486129,2090032000,2090013400,2090011300,경기도 안양시 동안구 귀인로79번길,2021-12-17
63,도로수리훼손,2021-09-02 06:40,37.36890415,126.953049,2090000800,2090000500,2090000300,경기도 안양시 동안구 흥안대로,2021-12-17
64,도로수리훼손,2021-09-02 06:43,37.3998313,126.9129302,2080031100,2080012300,2080012100,경기도 안양시 만안구 양화로72번길,2021-12-17
65,도로수리훼손,2021-09-02 07:00,37.3899884,126.9098183,2080014500,2080007100,2080005800,경기도 안양시 만안구 병목안로,2021-12-17
66,도로수리훼손,2021-09-02 07:28,37.37771754,126.9553251,2090002700,2090001100,2090001000,경기도 안양시 동안구 경수대로,2021-12-17
67,도로수리훼손,2021-09-02 07:28,37.37743839,126.9554777,2090002700,2090001100,2090001000,경기도 안양시 동안구 경수대로,2021-12-17
68,도로수리훼손,2021-09-02 08:54,37.38683159,126.9650586,2090039500,2090013300,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
69,도로수리훼손,2021-09-02 08:54,37.38683159,126.9650586,2090039500,2090013300,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
70,도로수리훼손,2021-09-02 08:54,37.38738055,126.9668554,2090039500,2090013300,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
71,도로수리훼손,2021-09-02 09:05,37.37409382,126.9640235,2090017400,2090007300,2090000900,경기도 안양시 동안구 평촌대로,2021-12-17
72,도로수리훼손,2021-09-02 09:21,37.36188555,126.9621712,2090174900,2090054800,2260002900,경기도 안양시 동안구 포도원로,2021-12-17
73,도로수리훼손,2021-09-02 09:29,37.40674911,126.9484227,2090088900,2090026300,2090026200,경기도 안양시 동안구 평촌대로401번길,2021-12-17
74,도로수리훼손,2021-09-02 21:22,37.37855193,126.9391146,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
75,도로수리훼손,2021-09-02 22:10,37.39511368,126.9488675,2090053900,2090016700,2090019000,경기도 안양시 동안구 동안로,2021-12-17
76,도로수리훼손,2021-09-02 22:13,37.39936791,126.9513771,2090065600,2090021600,2090020100,경기도 안양시 동안구 평촌대로,2021-12-17
77,도로수리훼손,2021-09-02 22:20,37.38285509,126.9313917,2080007800,2080004100,2080003500,경기도 안양시 만안구 성결대학로,2021-12-17
78,도로수리훼손,2021-09-02 22:44,37.38678175,126.9417747,2090038500,2090012900,2090013500,경기도 안양시 동안구 귀인로,2021-12-17
79,도로수리훼손,2021-09-02 23:33,37.37102499,126.9604941,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
80,도로수리훼손,2021-09-02 23:46,37.38240848,126.9722029,2090183101,2090058301,2090058201,경기도 안양시 동안구 -,2021-12-17
81,도로수리훼손,2021-09-02 23:50,37.37524673,126.9566345,2090002500,2090001000,2090000700,경기도 안양시 동안구 경수대로,2021-12-17
82,도로수리훼손,2021-09-02 23:55,37.38155789,126.9360352,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
83,도로수리훼손,2021-09-03 00:37,37.37419952,126.9641148,2090017300,2090000900,2090007300,경기도 안양시 동안구 평촌대로,2021-12-17
84,도로수리훼손,2021-09-03 00:37,37.37474188,126.9638188,2090018400,2090007300,2090007500,경기도 안양시 동안구 평촌대로,2021-12-17
85,도로수리훼손,2021-09-03 00:45,37.38682541,126.9650384,2090039500,2090013300,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
86,도로수리훼손,2021-09-03 00:56,37.40171844,126.976611,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
87,도로수리훼손,2021-09-03 01:00,37.38750205,126.9498053,2090005700,2090002700,2090002600,경기도 안양시 동안구 경수대로,2021-12-17
88,도로수리훼손,2021-09-03 01:13,37.38979039,126.9538374,2090043704,2090014202,2090014201,경기도 안양시 동안구 평촌대로211번길,2021-12-17
89,도로수리훼손,2021-09-03 01:13,37.38979039,126.9538374,2090043704,2090014202,2090014201,경기도 안양시 동안구 평촌대로211번길,2021-12-17
90,도로수리훼손,2021-09-03 01:20,37.38809378,126.9688043,2090041500,2090013900,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
91,도로수리훼손,2021-09-03 02:15,37.40411272,126.8976073,2080040400,2080015400,2080015300,경기도 안양시 만안구 석수로,2021-12-17
92,도로수리훼손,2021-09-03 02:32,37.38958474,126.9535797,2090043603,2090014201,2090014202,경기도 안양시 동안구 평촌대로211번길,2021-12-17
93,도로수리훼손,2021-09-03 03:59,37.38208681,126.9355454,2080006800,2250020400,2080004100,경기도 안양시 만안구 안양로,2021-12-17
94,도로수리훼손,2021-09-03 04:12,37.4038602,126.9543999,2090083200,2090024600,2090024700,경기도 안양시 동안구 관평로305번길,2021-12-17
95,도로수리훼손,2021-09-03 04:12,37.4038602,126.9543999,2090083200,2090024600,2090024700,경기도 안양시 동안구 관평로305번길,2021-12-17
96,도로수리훼손,2021-09-03 04:12,37.4038602,126.9543999,2090083200,2090024600,2090024700,경기도 안양시 동안구 관평로305번길,2021-12-17
97,도로수리훼손,2021-09-03 04:32,37.38249818,126.972252,2090183401,2090002100,2090058301,경기도 안양시 동안구 흥안대로,2021-12-17
98,도로수리훼손,2021-09-03 04:32,37.38164095,126.97212,2090183301,2090058301,2090001601,경기도 안양시 동안구 흥안대로,2021-12-17
99,도로수리훼손,2021-09-03 04:32,37.38164095,126.97212,2090183301,2090058301,2090001601,경기도 안양시 동안구 흥안대로,2021-12-17
100,도로수리훼손,2021-09-03 04:32,37.38164095,126.97212,2090183301,2090058301,2090001601,경기도 안양시 동안구 흥안대로,2021-12-17
101,도로수리훼손,2021-09-03 04:32,37.38150899,126.9720776,2090183301,2090058301,2090001601,경기도 안양시 동안구 흥안대로,2021-12-17
102,도로수리훼손,2021-09-03 04:37,37.36761318,126.950647,2090000300,2090000300,2250003400,경기도 안양시 동안구 흥안대로,2021-12-17
103,도로수리훼손,2021-09-03 05:35,37.40280805,126.9497396,2090077500,2090005900,2090024500,경기도 안양시 동안구 평촌대로,2021-12-17
104,도로수리훼손,2021-09-03 05:55,37.40297765,126.9563309,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
105,도로수리훼손,2021-09-03 05:56,37.40279448,126.949745,2090077500,2090005900,2090024500,경기도 안양시 동안구 평촌대로,2021-12-17
106,도로수리훼손,2021-09-03 08:47,37.3805999,126.9614873,2090026300,2090009400,2090001700,경기도 안양시 동안구 신기대로,2021-12-17
107,도로수리훼손,2021-09-03 09:01,37.39866518,126.9803487,2090012604,2260054700,2090006002,경기도 안양시 동안구 안양판교로,2021-12-17
108,도로수리훼손,2021-09-03 09:01,37.39872379,126.9802579,2090012604,2260054700,2090006002,경기도 안양시 동안구 안양판교로,2021-12-17
109,도로수리훼손,2021-09-03 09:08,37.40386367,126.9544734,2090083200,2090024600,2090024700,경기도 안양시 동안구 관평로305번길,2021-12-17
110,도로수리훼손,2021-09-03 09:33,37.38403202,126.9711002,2090035800,2090002100,2090012100,경기도 안양시 동안구 신기대로,2021-12-17
111,도로수리훼손,2021-09-03 09:33,37.38403202,126.9711002,2090035800,2090002100,2090012100,경기도 안양시 동안구 신기대로,2021-12-17
112,도로수리훼손,2021-09-03 09:33,37.38403537,126.9709003,2090035800,2090002100,2090012100,경기도 안양시 동안구 신기대로,2021-12-17
113,도로수리훼손,2021-09-03 23:12,37.36614994,126.9648397,2090174400,2260021800,2260021400,경기도 안양시 동안구 호성로,2021-12-17
114,도로수리훼손,2021-09-03 23:53,37.3875608,126.9497519,2090005700,2090002700,2090002600,경기도 안양시 동안구 경수대로,2021-12-17
115,도로수리훼손,2021-09-04 01:40,37.38209848,126.9505145,2090031700,2090001900,2090011300,경기도 안양시 동안구 귀인로,2021-12-17
116,도로수리훼손,2021-09-04 01:56,37.36783743,126.9548063,2090090101,2090006700,2090000101,경기도 안양시 동안구 엘에스로,2021-12-17
117,도로수리훼손,2021-09-04 02:32,37.37305277,126.9473489,2090016503,2090036200,2090036201,경기도 안양시 동안구 엘에스로,2021-12-17
118,도로수리훼손,2021-09-04 05:00,37.38601455,126.9727096,2090006101,2090002400,2090002401,경기도 안양시 동안구 흥안대로,2021-12-17
119,도로수리훼손,2021-09-04 10:36,37.37315114,126.9469806,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
120,도로수리훼손,2021-09-04 10:36,37.3731457,126.9469889,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
121,도로수리훼손,2021-09-05 00:39,37.4032803,126.8800501,2080000900,2080000400,2080000600,경기도 안양시 만안구 서해안고속도로,2021-12-17
122,도로수리훼손,2021-09-05 03:38,37.37825894,126.969896,2090002900,2090001300,2260003500,경기도 안양시 동안구 흥안대로,2021-12-17
123,도로수리훼손,2021-09-05 07:05,37.37225959,126.9651785,2090016800,2260005700,2090000900,경기도 안양시 동안구 모락로,2021-12-17
124,도로수리훼손,2021-09-05 07:36,37.382504,126.9722525,2090183401,2090002100,2090058301,경기도 안양시 동안구 흥안대로,2021-12-17
125,도로수리훼손,2021-09-05 21:31,37.37292739,126.9473216,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
126,도로수리훼손,2021-09-05 22:44,37.37279893,126.9475173,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
127,도로수리훼손,2021-09-05 22:44,37.37292463,126.9655362,2090002400,2090000900,2260003200,경기도 안양시 동안구 흥안대로,2021-12-17
128,도로수리훼손,2021-09-05 22:50,37.40725517,126.9230539,2080001601,2080000700,2080000900,경기도 안양시 만안구 경수대로,2021-12-17
129,도로수리훼손,2021-09-06 00:10,37.38874095,126.9483406,2090005700,2090002700,2090002600,경기도 안양시 동안구 경수대로,2021-12-17
130,도로수리훼손,2021-09-06 01:00,37.39549177,126.9758154,2090008104,2090003900,2090003003,경기도 안양시 동안구 흥안대로,2021-12-17
131,도로수리훼손,2021-09-06 01:22,37.3882959,126.9700394,2090042200,2090013900,2090002401,경기도 안양시 동안구 귀인로,2021-12-17
132,도로수리훼손,2021-09-06 01:43,37.37757824,126.9621293,2090020000,2090008700,2090007700,경기도 안양시 동안구 평촌대로,2021-12-17
133,도로수리훼손,2021-09-06 01:50,37.37229975,126.9651467,2090016800,2260005700,2090000900,경기도 안양시 동안구 모락로,2021-12-17
134,도로수리훼손,2021-09-06 01:55,37.39188446,126.9744029,2090008205,2090003001,2090003004,경기도 안양시 동안구 흥안대로,2021-12-17
135,도로수리훼손,2021-09-06 02:07,37.37042442,126.9583656,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
136,도로수리훼손,2021-09-06 02:08,37.3681359,126.9516529,2090000800,2090000500,2090000300,경기도 안양시 동안구 흥안대로,2021-12-17
137,도로수리훼손,2021-09-06 02:18,37.39484972,126.9813024,2090059700,2260006200,2090018700,경기도 안양시 동안구 학의로,2021-12-17
138,도로수리훼손,2021-09-06 02:18,37.39452933,126.9815939,2090059700,2260006200,2090018700,경기도 안양시 동안구 학의로,2021-12-17
139,도로수리훼손,2021-09-06 02:27,37.3870079,126.9354209,2080011200,2080004700,2080006800,경기도 안양시 만안구 덕천로,2021-12-17
140,도로수리훼손,2021-09-06 03:02,37.38649801,126.9507674,2090004601,2090001900,2090002600,경기도 안양시 동안구 경수대로,2021-12-17
141,도로수리훼손,2021-09-06 03:16,37.39191821,126.9532127,2090050301,2090016500,2090015701,경기도 안양시 동안구 시민대로,2021-12-17
142,도로수리훼손,2021-09-06 03:21,37.37530655,126.9566034,2090002500,2090001000,2090000700,경기도 안양시 동안구 경수대로,2021-12-17
143,도로수리훼손,2021-09-06 03:32,37.38981793,126.953918,2090043704,2090014202,2090014201,경기도 안양시 동안구 평촌대로211번길,2021-12-17
144,도로수리훼손,2021-09-06 03:32,37.38981793,126.953918,2090043704,2090014202,2090014201,경기도 안양시 동안구 평촌대로211번길,2021-12-17
145,도로수리훼손,2021-09-06 03:35,37.38829816,126.9700884,2090042200,2090013900,2090002401,경기도 안양시 동안구 귀인로,2021-12-17
146,도로수리훼손,2021-09-06 03:37,37.38074231,126.9614548,2090023500,2090010300,2090008700,경기도 안양시 동안구 평촌대로,2021-12-17
147,도로수리훼손,2021-09-06 03:55,37.41406496,126.9012553,2080053600,2080021100,2080020300,경기도 안양시 만안구 화창로,2021-12-17
148,도로수리훼손,2021-09-06 05:02,37.39057155,126.9564647,2090048200,2090015200,2090015800,경기도 안양시 동안구 평촌대로212번길,2021-12-17
149,도로수리훼손,2021-09-06 05:02,37.39057155,126.9564647,2090048200,2090015200,2090015800,경기도 안양시 동안구 평촌대로212번길,2021-12-17
150,도로수리훼손,2021-09-06 05:21,37.37298049,126.9472406,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
151,도로수리훼손,2021-09-06 05:51,37.39481105,126.9565783,2090059300,2090018300,2090019300,경기도 안양시 동안구 평촌대로254번길,2021-12-17
152,도로수리훼손,2021-09-06 05:55,37.40589208,126.9154325,2080040300,2080016900,2080015200,경기도 안양시 만안구 안양로,2021-12-17
153,도로수리훼손,2021-09-06 05:56,37.40049747,126.9508903,2090073100,2090021900,2090022400,경기도 안양시 동안구 평촌대로,2021-12-17
154,도로수리훼손,2021-09-06 06:05,37.37747782,126.9621822,2090020000,2090008700,2090007700,경기도 안양시 동안구 평촌대로,2021-12-17
155,도로수리훼손,2021-09-06 07:20,37.39467353,126.9185797,2080023300,2080009000,2080009500,경기도 안양시 만안구 삼덕로,2021-12-17
156,도로수리훼손,2021-09-06 07:51,37.3862848,126.9459341,2090032100,2090011300,2090013400,경기도 안양시 동안구 귀인로79번길,2021-12-17
157,도로수리훼손,2021-09-06 07:51,37.38349387,126.9467767,2090031800,2090011300,2090012900,경기도 안양시 동안구 귀인로,2021-12-17
158,도로수리훼손,2021-09-06 08:09,37.37288071,126.9654459,2090002400,2090000900,2260003200,경기도 안양시 동안구 흥안대로,2021-12-17
159,도로수리훼손,2021-09-06 08:09,37.37291791,126.9655224,2090002400,2090000900,2260003200,경기도 안양시 동안구 흥안대로,2021-12-17
160,도로수리훼손,2021-09-06 08:09,37.37294629,126.9655807,2090002400,2090000900,2260003200,경기도 안양시 동안구 흥안대로,2021-12-17
161,도로수리훼손,2021-09-07 01:17,37.37162735,126.9495415,2090016502,2090006900,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
162,도로수리훼손,2021-09-07 04:43,37.37272529,126.9650954,2090002400,2090000900,2260003200,경기도 안양시 동안구 흥안대로,2021-12-17
163,도로수리훼손,2021-09-07 06:34,37.37760192,126.9621168,2090020000,2090008700,2090007700,경기도 안양시 동안구 평촌대로,2021-12-17
164,도로수리훼손,2021-09-07 22:10,37.39633313,126.9517823,2090063900,2090019600,2090020100,경기도 안양시 동안구 달안로,2021-12-17
165,도로수리훼손,2021-09-07 22:49,37.37076967,126.9595926,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
166,도로수리훼손,2021-09-07 22:58,37.38685411,126.9415464,2090040000,2080005000,2090013500,경기도 안양시 동안구 명학역길,2021-12-17
167,도로수리훼손,2021-09-07 23:15,37.39305476,126.974909,2090008208,2090003006,2090003002,경기도 안양시 동안구 흥안대로,2021-12-17
168,도로수리훼손,2021-09-07 23:22,37.36785522,126.9511173,2090000300,2090000300,2250003400,경기도 안양시 동안구 흥안대로,2021-12-17
169,도로수리훼손,2021-09-08 00:30,37.37856891,126.9702815,2090003000,2260003500,2090001300,경기도 안양시 동안구 흥안대로,2021-12-17
170,도로수리훼손,2021-09-08 01:00,37.36523301,126.9585894,2090000201,2090000100,2090000102,경기도 안양시 동안구 경수대로,2021-12-17
171,도로수리훼손,2021-09-08 01:01,37.38831068,126.9703601,2090042200,2090013900,2090002401,경기도 안양시 동안구 귀인로,2021-12-17
172,도로수리훼손,2021-09-08 01:32,37.38820525,126.9490018,2090005700,2090002700,2090002600,경기도 안양시 동안구 경수대로,2021-12-17
173,도로수리훼손,2021-09-08 01:32,37.38820525,126.9490018,2090005700,2090002700,2090002600,경기도 안양시 동안구 경수대로,2021-12-17
174,도로수리훼손,2021-09-08 02:15,37.36811459,126.9516135,2090000800,2090000500,2090000300,경기도 안양시 동안구 흥안대로,2021-12-17
175,도로수리훼손,2021-09-08 02:57,37.36515865,126.9586005,2090000201,2090000100,2090000102,경기도 안양시 동안구 경수대로,2021-12-17
176,도로수리훼손,2021-09-08 02:57,37.36527818,126.9585827,2090000201,2090000100,2090000102,경기도 안양시 동안구 경수대로,2021-12-17
177,도로수리훼손,2021-09-08 03:25,37.39578418,126.9759399,2090008104,2090003900,2090003003,경기도 안양시 동안구 흥안대로,2021-12-17
178,도로수리훼손,2021-09-08 03:25,37.39578418,126.9759399,2090008104,2090003900,2090003003,경기도 안양시 동안구 흥안대로,2021-12-17
179,도로수리훼손,2021-09-08 04:56,37.38205488,126.9499742,2090031700,2090001900,2090011300,경기도 안양시 동안구 귀인로,2021-12-17
180,도로수리훼손,2021-09-08 05:24,37.38147606,126.9359425,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
181,도로수리훼손,2021-09-08 05:40,37.40312303,126.9750115,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
182,도로수리훼손,2021-09-08 05:40,37.40299198,126.9752382,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
183,도로수리훼손,2021-09-08 05:40,37.40299198,126.9752382,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
184,도로수리훼손,2021-09-08 07:10,37.40260197,126.9768627,2090013900,2200027700,2090006000,경기도 안양시 동안구 과천대로,2021-12-17
185,도로수리훼손,2021-09-08 07:41,37.39079461,126.9249776,2080015700,2080006300,2080008000,경기도 안양시 만안구 냉천로,2021-12-17
186,도로수리훼손,2021-09-08 07:43,37.39410965,126.9197032,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
187,도로수리훼손,2021-09-08 07:43,37.39442228,126.919094,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
188,도로수리훼손,2021-09-08 08:00,37.39871377,126.9802734,2090012604,2260054700,2090006002,경기도 안양시 동안구 안양판교로,2021-12-17
189,도로수리훼손,2021-09-08 08:00,37.39871377,126.9802734,2090012604,2260054700,2090006002,경기도 안양시 동안구 안양판교로,2021-12-17
190,도로수리훼손,2021-09-08 08:15,37.39586124,126.9792203,2090060900,2090018700,2090003900,경기도 안양시 동안구 학의로,2021-12-17
191,도로수리훼손,2021-09-08 08:15,37.39591247,126.979077,2090060900,2090018700,2090003900,경기도 안양시 동안구 학의로,2021-12-17
